"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"Questionnaire","Questionnaire","","Form
CRFSurvey","",0,*,"","","","null {[]} {[]}
","A structured set of questions","A structured set of questions intended to guide the collection of answers from end-users. Questionnaires provide detailed control over order, presentation, phraseology and grouping to allow coherent, consistent data collection.","","","","","","","","","",,,,,"",,,,"Questionnaire",0,*,"","dom-2:If the resource is contained in another resource, it SHALL NOT contain nested Resources {contained.contained.empty()}
dom-4:If a resource is contained in another resource, it SHALL NOT have a meta.versionId or a meta.lastUpdated {contained.meta.versionId.empty() and contained.meta.lastUpdated.empty()}dom-3:If the resource is contained in another resource, it SHALL be referred to from elsewhere in the resource or SHALL refer to the containing resource {contained.where((('#'+id in (%resource.descendants().reference | %resource.descendants().as(canonical) | %resource.descendants().as(uri) | %resource.descendants().as(url))) or descendants().where(reference = '#').exists() or descendants().where(as(canonical) = '#').exists() or descendants().where(as(canonical) = '#').exists()).not()).trace('unmatched', id).empty()}dom-6:A resource should have narrative for robust management {text.`div`.exists()}dom-5:If a resource is contained in another resource, it SHALL NOT have a security label {contained.meta.security.empty()}que-2:The link ids for groups and questions must be unique within the questionnaire {descendants().linkId.isDistinct()}que-0:Name should be usable as an identifier for the module by machine processing applications such as code generation {name.matches('[A-Z]([A-Za-z0-9_]){0,254}')}"
"Questionnaire.item.repeats","Questionnaire.item.repeats","","","",0,1,"","","","boolean {[]} {[]}
","Whether the item may repeat","An indication, if true, that the item may occur multiple times in the response, collecting multiple answers for questions or multiple sets of answers for groups.","If a question is marked as repeats=true, then multiple answers can be provided for the question in the corresponding QuestionnaireResponse.  When rendering the questionnaire, it is up to the rendering software whether to render the question text for each answer repetition (i.e. ""repeat the question"") or to simply allow entry/selection of multiple answers for the question (repeat the answers).  Which is most appropriate visually may depend on the type of answer as well as whether there are nested items.

The resulting QuestionnaireResponse will be populated the same way regardless of rendering - one 'question' item with multiple answer values.

 The value may come from the ElementDefinition referred to by .definition.","Items may be used to create set of (related) questions that can be repeated to give multiple answers to such a set.","","Items are generally assumed not to repeat unless explicitly specified. Systems SHOULD always populate this value","","","","","",,,,,"",,,,"Questionnaire.item.repeats",0,1,"ele-1
que-6","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Questionnaire.item.readOnly","Questionnaire.item.readOnly","","","",0,1,"","","","boolean {[]} {[]}
","Don't allow human editing","An indication, when true, that the value cannot be changed by a human respondent to the Questionnaire.","The value of readOnly elements can be established by asserting  extensions for defaultValues, linkages that support pre-population and/or extensions that support calculation based on other answers.","Allows certain information to be phrased (and rendered) as a question and an answer, while keeping users from changing it.  May also be useful for preventing changes to pre-populated portions of a questionnaire, for calculated values, etc.","","","","","","","",,,,,"",,,,"Questionnaire.item.readOnly",0,1,"ele-1
que-9","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Questionnaire.item.maxLength","Questionnaire.item.maxLength","","","",0,1,"","","","integer {[]} {[]}
","No more than this many characters","The maximum number of characters that are permitted in the answer to be considered a ""valid"" QuestionnaireResponse.","For base64binary, reflects the number of characters representing the encoded data, not the number of bytes of the binary data. The value may come from the ElementDefinition referred to by .definition.","","","","","","","","",,,,,"",,,,"Questionnaire.item.maxLength",0,1,"ele-1
que-10","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Questionnaire.item.answerValueSet","Questionnaire.item.answerValueSet","","","",0,1,"Y","","","canonical {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/ValueSet]]}
","Valueset containing permitted answers","A reference to a value set containing a list of codes representing permitted answers for a ""choice"" or ""open-choice"" question.","LOINC defines many useful value sets for questionnaire responses. See [LOINC Answer Lists](http://hl7.org/fhir/R4/loinc.html#alist). The value may come from the ElementDefinition referred to by .definition.","","","","","","","","",,,,,"",,,,"Questionnaire.item.answerValueSet",0,1,"ele-1
que-4que-5","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Questionnaire.item.answerOption","Questionnaire.item.answerOption","","","",0,*,"Y","","","BackboneElement {[]} {[]}
","Permitted answer","One of the permitted answers for a ""choice"" or ""open-choice"" question.","This element can be used when the value set machinery of answerValueSet is deemed too cumbersome or when there's a need to capture possible answers that are not codes.","","","","","","","","",,,,,"",,,,"Questionnaire.item.answerOption",0,*,"ele-1
que-4que-5","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Questionnaire.item.answerOption.id","Questionnaire.item.answerOption.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"Questionnaire.item.answerOption.extension","Questionnaire.item.answerOption.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Questionnaire.item.answerOption.modifierExtension","Questionnaire.item.answerOption.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Questionnaire.item.answerOption.value[x]","Questionnaire.item.answerOption.value[x]","","","",1,1,"Y","","","integer {[]} {[]}
date {[]} {[]}time {[]} {[]}string {[]} {[]}Coding {[]} {[]}Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Resource]]}","Answer value","A potential answer that's allowed as the answer to this question.","The data type of the value must agree with the item.type.","","","","","","","","",,"example","Allowed values to answer questions.","http://hl7.org/fhir/ValueSet/questionnaire-answers","",,,,"Questionnaire.item.answerOption.value[x]",1,1,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Questionnaire.item.answerOption.initialSelected","Questionnaire.item.answerOption.initialSelected","","","",0,1,"Y","","","boolean {[]} {[]}
","Whether option is selected by default","Indicates whether the answer value is selected when the list of possible answers is initially shown.","Use this instead of initial[v] if answerValueSet is present.","","","Only selected items explicitly marked to be selected","","","","","",,,,,"",,,,"Questionnaire.item.answerOption.initialSelected",0,1,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Questionnaire.item.initial","Questionnaire.item.initial","","","",0,*,"Y","","","BackboneElement {[]} {[]}
","Initial value(s) when item is first rendered","One or more values that should be pre-populated in the answer when initially rendering the questionnaire for user input.","The user is allowed to change the value and override the default (unless marked as read-only). If the user doesn't change the value, then this initial value will be persisted when the QuestionnaireResponse is initially created.  Note that initial values can influence results.  The data type of initial[x] must agree with the item.type, and only repeating items can have more then one initial value.","In some workflows, having defaults saves time.","","","","","","","",,,,,"",,,,"Questionnaire.item.initial",0,*,"ele-1
que-8que-13","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Questionnaire.item.initial.id","Questionnaire.item.initial.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"Questionnaire.item.initial.extension","Questionnaire.item.initial.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Questionnaire.item.initial.modifierExtension","Questionnaire.item.initial.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Questionnaire.item.initial.value[x]","Questionnaire.item.initial.value[x]","","","",1,1,"Y","","","boolean {[]} {[]}
decimal {[]} {[]}integer {[]} {[]}date {[]} {[]}dateTime {[]} {[]}time {[]} {[]}string {[]} {[]}uri {[]} {[]}Attachment {[]} {[]}Coding {[]} {[]}Quantity {[]} {[]}Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Resource]]}","Actual value for initializing the question","The actual value to for an initial answer.","The type of the initial value must be consistent with the type of the item.","","","","","","","","",,"example","Allowed values to answer questions.","http://hl7.org/fhir/ValueSet/questionnaire-answers","",,,,"Questionnaire.item.initial.value[x]",1,1,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Questionnaire.item.item","Questionnaire.item.item","","","",0,*,"Y","","","null {[]} {[]}
","Nested questionnaire items","Text, questions and other groups to be nested beneath a question or group.","There is no specified limit to the depth of nesting.  However, Questionnaire authors are encouraged to consider the impact on the user and user interface of overly deep nesting.","Reports can consist of complex nested groups.","","","","","","","",,,,,"",,,,"Questionnaire.item.item",0,*,"que-1
",""
